,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
10633,8173559,Bright Private Room with Big Closet,24982697,Fidelia,Brooklyn,Sunset Park,40.64355,-74.01908,Private room,70,7,13,2019-05-04,0.28,2,326
10634,8173563,Cosy double bedroom in Brooklyn #1,27990825,Sophie,Brooklyn,Bushwick,40.70128,-73.92666,Private room,45,2,7,2016-01-02,0.15,2,0
10636,8174397,Roosevelt Island-great location,9511935,Jocelyn,Manhattan,Roosevelt Island,40.76641,-73.94561,Shared room,45,1,1,2015-09-13,0.02,1,0
10637,8174635,Modern Brooklyn Apartment,20538121,Michelle,Brooklyn,Bedford-Stuyvesant,40.68372,-73.95551,Entire home/apt,45,2,7,2019-06-22,0.15,1,14
10639,8183112,Bright Home in Heart of Brooklyn,37563411,Andrew And Talia,Brooklyn,Crown Heights,40.6683,-73.94977,Entire home/apt,110,1,5,2017-02-14,0.12,3,0
10641,8183563,"Quiet, Clean, Beautiful East Village Loft",10963050,Dave,Manhattan,East Village,40.73178,-73.98842,Entire home/apt,250,2,48,2019-06-22,1.07,1,211
10642,8184502,Private Room in Luxury Building,43175172,Keith,Manhattan,Financial District,40.7066,-74.00396,Private room,120,1,2,2015-09-27,0.04,1,0
10644,8186068,Bright&Beautiful BR in Williamsburg,2182167,Mez,Brooklyn,Williamsburg,40.71288,-73.94137,Private room,80,2,2,2015-09-23,0.04,1,0
10645,8186181,AMAZING LOCATION Large Studio Centrally Located,56350,Steven,Manhattan,Midtown,40.75463,-73.97445,Entire home/apt,124,2,14,2018-06-28,0.42,1,0
10646,8186924,Airy 1500 sq ft Exposed Brick Apt,22751337,Philip,Brooklyn,Fort Greene,40.69262,-73.97245,Entire home/apt,175,3,2,2016-05-01,0.04,1,0
10647,8187719,Location au coeur de Brooklyn!,6898461,Marie,Brooklyn,Bushwick,40.70511,-73.91755,Private room,45,1,0,2011-03-28,0.0,1,0
10648,8189063,Cute Room in Williamsburg Apartment,3663218,John Conor,Brooklyn,Williamsburg,40.71321,-73.94099,Private room,60,1,0,2011-03-28,0.0,2,0
10649,8189121,Sunny & Spacious in Carroll Gardens,333195,Anne,Brooklyn,Carroll Gardens,40.68326,-73.99327,Entire home/apt,115,3,27,2018-09-03,0.58,1,166
10650,8190219,Huge apartment on tree-lined street,1597935,Elyse,Brooklyn,Prospect Heights,40.67697,-73.97069,Entire home/apt,99,7,11,2018-04-13,0.24,1,0
10651,8190747,cozy apartment,43203249,Gina,Queens,Woodside,40.74715,-73.91104,Private room,75,7,1,2017-03-19,0.04,1,364
10652,8191699,Studio near Central Park.,13184549,Mila,Manhattan,Upper East Side,40.77569,-73.95202,Entire home/apt,140,7,3,2016-08-14,0.06,1,0
10653,8192079,Spacious room in shared apartment!,31804977,Laura,Manhattan,Harlem,40.82488,-73.94472,Private room,75,4,0,2011-03-28,0.0,1,0
10655,8192532,Room in Woodside,13871584,Pj,Queens,Woodside,40.74693,-73.90146,Private room,132,1,0,2011-03-28,0.0,1,0
10656,8192768,Pleasant room on garden floor,2808153,Basil And Jacqueline,Manhattan,Harlem,40.80577,-73.94708,Private room,120,2,11,2017-06-22,0.25,2,263
10657,8192789,Spacious Private Parlor Suite in Heart of Harlem,2808153,Basil And Jacqueline,Manhattan,Harlem,40.80565,-73.94621,Entire home/apt,150,2,13,2019-06-08,0.42,2,271
10659,8193608,Top location Heart of Manhattan!,10473601,Fabiana,Manhattan,Upper East Side,40.7734,-73.95832,Entire home/apt,150,5,11,2016-06-09,0.24,1,0
10661,8194497,Charming Fort Greene park studio!,7430851,Aaron,Brooklyn,Fort Greene,40.68791,-73.97438,Entire home/apt,110,2,2,2015-09-18,0.04,1,0
10662,8195335,Cozy room in renovated Harlem apt,43226806,Jacqueline,Manhattan,Harlem,40.80214,-73.95325,Private room,65,6,1,2017-01-31,0.03,1,0
10664,8202455,Beautiful Upper West Side Studio,43257501,Tara,Manhattan,Upper West Side,40.77795,-73.9825,Entire home/apt,125,2,1,2015-09-06,0.02,1,0
10665,8204305,Gorgeous Penthouse next to Central Park,32791632,Pratik,Manhattan,Upper West Side,40.77354,-73.98462,Private room,92,2,21,2019-06-14,0.46,1,39
10666,8204392,"Entire House in East Williamsburg, Brooklyn!",11268108,Meredith,Brooklyn,Williamsburg,40.71468,-73.93774,Entire home/apt,100,2,0,2011-03-28,0.0,1,3
10668,8206060,2 bed duplex with private garden!,3039478,Leela,Brooklyn,Bedford-Stuyvesant,40.69352,-73.94376,Entire home/apt,325,5,9,2019-06-29,0.21,1,0
10669,8207003,Comfy East Village Studio,4307662,Umar,Manhattan,East Village,40.72555,-73.97713,Entire home/apt,120,4,3,2015-12-28,0.07,1,0
10670,8207453,Quiet Relaxed Room in Williamsburg,1194064,Alexandra,Brooklyn,Williamsburg,40.70788,-73.95106,Private room,60,5,1,2015-12-16,0.02,1,0
10671,8207764,Beautiful & Cozy One Bedroom Apt,9911159,Vicky,Manhattan,East Harlem,40.79505,-73.93925,Entire home/apt,175,3,24,2017-01-02,0.52,1,0
10674,8208317,Apartment share with stunning sunset views,17686601,Lauren,Manhattan,Theater District,40.76365,-73.98484,Private room,155,1,0,2011-03-28,0.0,1,0
10675,8208997,Comfy home in heart of Williamsburg,43286973,Ivory,Brooklyn,Williamsburg,40.71887,-73.96069,Entire home/apt,120,1,0,2011-03-28,0.0,1,0
10678,8210686,Beautiful Room in Greenpoint Loft,4998154,Minka,Brooklyn,Greenpoint,40.73266,-73.95841,Private room,80,3,0,2011-03-28,0.0,1,0
10680,8211314,Cosy double bedroom in Brooklyn #2,27990825,Sophie,Brooklyn,Bushwick,40.70015,-73.92693,Private room,45,2,1,2015-10-26,0.02,2,0
10681,8211513,"Cozy Room, In Quiet Neighborhood",43299973,Alex,Queens,Ridgewood,40.70468,-73.90553,Private room,40,2,1,2015-10-13,0.02,1,0
10682,8212051,Monty,43302952,Monty,Brooklyn,East Flatbush,40.66383,-73.92706,Shared room,95,2,7,2015-10-30,0.15,1,238
10683,8213015,Crown Heights Stunner,13563861,Mandi,Brooklyn,Crown Heights,40.67211,-73.94947,Entire home/apt,200,2,0,2011-03-28,0.0,1,0
10684,8213227,-CENTRAL PARK - 3 stops by subway(32'' TV room),43298076,Gordon M,Manhattan,Harlem,40.8224,-73.95402,Private room,42,2,34,2019-05-01,0.73,4,101
10686,8217454,The Notorious B.N.B. {Custom},1177497,Jessica,Brooklyn,Clinton Hill,40.68971,-73.96695,Private room,199,1,20,2019-01-03,0.45,11,365
10690,8222951,Artsy Studio near The Brooklyn Museum,19379151,David,Brooklyn,Crown Heights,40.6766,-73.95987,Entire home/apt,75,3,21,2019-04-08,1.06,1,0
10691,8223230,Bright and Cozy Room Williamsburg,43361668,Lia,Brooklyn,Greenpoint,40.71923,-73.95204,Private room,98,1,31,2019-06-21,0.67,1,343
10693,8225035,International Meeting Place_Room 4,43371802,Sinaly,Brooklyn,Flatlands,40.62802,-73.92729,Private room,130,4,9,2019-05-27,0.2,5,365
10694,8225210,Doorman Harlem Apt with Great Views,43370599,John,Manhattan,Harlem,40.81243,-73.9392,Entire home/apt,250,1,0,2011-03-28,0.0,1,89
10696,8226137,1-Bedroom Apartment in Heart of UWS,37440683,Ben,Manhattan,Upper West Side,40.77832,-73.98069,Entire home/apt,225,2,0,2011-03-28,0.0,1,0
10697,8226346,"Cozy, light, private room",41962603,Dmitry,Brooklyn,Bushwick,40.6972,-73.92697,Private room,96,3,0,2011-03-28,0.0,1,0
10698,8228217,Bold and bodacious in the fall,43390488,Valvil,Brooklyn,Flatbush,40.64438,-73.95408,Private room,55,5,4,2018-09-10,0.09,1,89
10699,8231648,1st Fl Comfortable Room in Manhatan,43330303,Cristian,Manhattan,Washington Heights,40.85369,-73.93187,Private room,68,3,8,2019-06-17,0.2,2,160
10701,8234510,"Beautiful Astoria Apt 1BR, 2bath",7853503,Lindsay,Queens,Astoria,40.7713,-73.92628,Entire home/apt,140,1,2,2016-01-02,0.05,1,0
10702,8234740,Nice Studio in Hell's kitchen,37440412,Rebecca,Manhattan,Hell's Kitchen,40.76016,-73.98929,Entire home/apt,160,4,5,2016-06-12,0.11,1,0
10703,8235820,Brand new Williamsburg apt!,13716326,Oran,Brooklyn,Williamsburg,40.70828,-73.95246,Private room,77,7,1,2015-09-18,0.02,1,0
10704,8236539,"Quiet room in Greenpoint, Brooklyn",43434198,Dee,Brooklyn,Greenpoint,40.72784,-73.94937,Private room,90,1,1,2015-09-21,0.02,1,0
10707,8238934,I bedroom w/ private bathroom,43446271,Crystal & Allan,Manhattan,Harlem,40.80204,-73.95794,Private room,100,2,21,2019-06-21,0.45,1,79
10708,8239111,"Sunlit, Spacious & Near train",36192346,Robert,Manhattan,Washington Heights,40.85415,-73.93108,Private room,40,2,9,2016-01-16,0.2,1,0
10710,8239650,"Waterfront, perfect NYC getaway!",13407785,Frank And Anna,Bronx,Throgs Neck,40.81476,-73.80001,Entire home/apt,325,2,44,2019-07-02,2.23,1,153
10712,8241378,West Village: the best part of town,43461780,Andrew,Manhattan,West Village,40.73618,-74.00201,Private room,109,1,0,2011-03-28,0.0,1,0
10713,8241545,Spacious Sunny Rm in Stylish Duplex,21628945,Keith,Brooklyn,Bedford-Stuyvesant,40.68167,-73.92525,Private room,69,3,13,2017-08-14,0.28,2,333
10714,8241894,1 large bedroom 10mins to Manhattan,6865699,Yuxi,Queens,Long Island City,40.75363,-73.93463,Private room,80,3,1,2015-09-14,0.02,1,0
10715,8247721,Charming Crown Heights Brownstone,43494916,Tilly,Brooklyn,Crown Heights,40.67791,-73.95337,Entire home/apt,80,3,0,2011-03-28,0.0,2,0
10716,8249156,Room #3 Near Manhattan NYC.,22384027,Shahana,Brooklyn,Brownsville,40.67065,-73.91643,Private room,39,1,45,2019-05-21,0.97,10,158
10717,8250280,Zee's Brooklyn nest,9775058,Nazifa,Brooklyn,Kensington,40.64125,-73.9763,Private room,70,2,7,2019-07-03,2.63,1,37
10720,8251228,Private Bedroom Near Manhattan NYC,22384027,Shahana,Brooklyn,Crown Heights,40.67115,-73.91621,Private room,39,1,70,2019-06-21,1.51,10,33
10721,8252369,Cute Sunny Loft Space Williamsburg,10276104,Alice,Brooklyn,Williamsburg,40.71219,-73.95623,Private room,85,2,71,2019-06-24,1.53,1,151
10724,8254640,Large Beautiful BedStuy Apartment,123713,Alexandra,Brooklyn,Bedford-Stuyvesant,40.68178,-73.94179,Entire home/apt,200,2,1,2015-10-27,0.02,1,0
10726,8255329,Private room in middle of Bushwick,19963678,Erin,Brooklyn,Bushwick,40.70299,-73.92648,Private room,50,1,4,2015-10-10,0.09,1,0
10727,8255464,Great new 1 bdrm condo in Greenwood :),43534773,Christine,Brooklyn,Sunset Park,40.65585,-73.99918,Entire home/apt,100,1,1,2015-09-21,0.02,1,0
10728,8255964,"Safe,Convenient,economical,Clean 2",18183596,Danny,Brooklyn,Crown Heights,40.67743,-73.95523,Entire home/apt,150,4,61,2019-06-30,1.33,1,365
10732,8257903,"Sanctuary Oasis, Midtown Manhattan",43549138,Romona,Manhattan,Kips Bay,40.74123,-73.97731,Entire home/apt,135,7,2,2015-10-30,0.04,1,0
10734,8265482,Cozy Private Room Near Bronx Zoo,43583032,Stephanie,Bronx,West Farms,40.84328,-73.88173,Private room,79,1,3,2018-10-08,0.16,1,179
10735,8266287,East Village apt w/ ESB views,32277262,Mickey,Manhattan,East Village,40.72305,-73.98834,Private room,150,2,10,2017-08-27,0.31,1,0
10737,8266871,"Cozy, comfortable private room",983006,Gabriela,Brooklyn,Bedford-Stuyvesant,40.68632,-73.95093,Private room,38,2,2,2019-01-01,0.04,1,0
10738,8266933,Bright Bedroom in a Brooklyn Loft,32492147,Grete,Brooklyn,Downtown Brooklyn,40.69579,-73.98296,Private room,100,4,65,2017-12-22,1.43,1,0
10739,8266969,Cozy and Comfortable,43590457,Michael,Queens,Astoria,40.76599,-73.91777,Private room,75,3,0,2011-03-28,0.0,1,0
10740,8267425,Ridgewood/Bushwick ~ Bungalow,21148770,Ian,Queens,Ridgewood,40.70995,-73.90959,Entire home/apt,170,4,6,2017-01-04,0.13,1,0
10741,8268465,Beautiful Private Room and Bath in Historic Harlem,43600713,Julie,Manhattan,Harlem,40.82137,-73.94769,Private room,70,2,57,2018-12-10,1.48,1,188
10743,8269241,Room #5 Near Manhattan NYC.,22384027,Shahana,Brooklyn,Crown Heights,40.67073,-73.91799,Private room,39,1,62,2018-11-25,1.34,10,159
10745,8269681,Sunny Clean Bedroom,43601551,Anamaria & Ricardo,Manhattan,East Harlem,40.78987,-73.94883,Private room,75,2,13,2019-01-02,0.28,2,325
10748,8272327,Quiet Brownstone Parlor Studio,38465372,Nadege & Charles,Brooklyn,Cobble Hill,40.6869,-73.99741,Entire home/apt,225,3,38,2019-06-30,0.96,1,135
10752,8274440,Upper Manhattan Luxury Town Home - Mins to Midtown,43628713,Ed,Manhattan,Harlem,40.80801,-73.9486,Private room,180,3,18,2019-05-21,0.39,1,362
10754,8274711,Penthouse Studio in Historic Harlem,1017231,Susan,Manhattan,Harlem,40.82755,-73.93787,Entire home/apt,125,3,8,2016-03-19,0.17,1,1
10755,8274931,Stunning apartment with view only 5 min from metro,43633040,Nika,Queens,Astoria,40.76086,-73.92604,Entire home/apt,85,3,25,2019-06-03,0.55,1,0
10756,8275069,Duplex Upper East side,9597454,Robin,Manhattan,Upper East Side,40.77001,-73.95691,Private room,175,2,3,2016-07-18,0.08,1,0
10757,8275331,Affordable and Spacious room,32379616,Fabiola,Bronx,Williamsbridge,40.88301,-73.85452,Private room,65,5,17,2017-10-03,0.4,2,123
10758,8275346,Brooklyn Apt,43635876,Denise,Brooklyn,Borough Park,40.64077,-73.99268,Private room,52,2,6,2019-05-20,2.09,1,90
10759,8275455,Lovely Inwood Studio,424343,Melissa,Manhattan,Inwood,40.85911,-73.928,Entire home/apt,85,3,3,2016-07-04,0.07,1,0
10761,8276819,International Meeting Place_Room 3•,43371802,Sinaly,Brooklyn,Flatlands,40.62841,-73.92591,Private room,130,4,3,2019-05-19,0.07,5,364
10762,8276961,Cozy 1 BR Apt- Perfect Location NYC,43645608,C,Manhattan,Hell's Kitchen,40.76128,-73.99617,Entire home/apt,189,2,39,2019-05-06,0.86,1,37
10763,8281340,"Spacious, Townhouse Garden Apt",21628945,Keith,Brooklyn,Bedford-Stuyvesant,40.68223,-73.9269,Entire home/apt,121,2,16,2019-01-28,0.42,2,0
10764,8281889,"Williamsburg, Brooklyn space",43669213,Jasmine,Brooklyn,Williamsburg,40.70309,-73.94788,Private room,150,1,4,2017-03-19,0.09,1,363
10765,8281967,Stylish Studio in Midtown East,43669488,Shwetha,Manhattan,Midtown,40.7579,-73.96243,Entire home/apt,170,1,1,2015-10-01,0.02,1,0
10766,8283627,Private Room Steps from Time Square,11428056,Brian,Manhattan,Hell's Kitchen,40.76039,-73.99002,Private room,70,2,11,2016-08-22,0.24,1,0
10767,8283646,A cozy room on the Upper West Side.,21221987,Joshua,Manhattan,Upper West Side,40.79512,-73.97479,Private room,80,5,1,2015-09-08,0.02,1,0
10768,8283693,Nice apt in New York,15809410,Gabriela,Manhattan,Morningside Heights,40.81464,-73.96185,Entire home/apt,186,7,0,2011-03-28,0.0,1,0
10769,8285992,Large and Charming East Village Apt,1181122,Matin,Manhattan,East Village,40.72824,-73.97543,Entire home/apt,174,3,11,2018-07-30,0.24,1,0
10770,8286139,Private BR in 3 BR Apartment,10134825,Kara,Manhattan,Lower East Side,40.71413,-73.9864,Private room,89,1,5,2015-11-04,0.11,4,0
10771,8286476,Prime Location & Tech Entrepreneurs,23936958,Alex,Manhattan,East Village,40.72749,-73.98894,Private room,109,3,4,2015-11-01,0.09,1,0
10772,8286494,Huge apt w New York City Skyline view,43691297,Camille,Brooklyn,Greenpoint,40.72788,-73.95408,Entire home/apt,100,4,26,2018-11-15,0.57,1,0
10773,8286580,Modern Williamsburg Apt w/ Balcony,6112537,David,Brooklyn,Williamsburg,40.71078,-73.94061,Private room,80,5,5,2015-10-12,0.11,2,0
10774,8287001,Cozy skylight room in Victorian Town House,14796247,Sandra And Cary,Brooklyn,Flatbush,40.6419,-73.96421,Private room,41,7,16,2019-04-04,0.35,4,292
10775,8290210,Overlooking NYC skyline in Greenpoint,41152325,I-Nu,Brooklyn,Greenpoint,40.72373,-73.94537,Entire home/apt,120,5,0,2011-03-28,0.0,1,0
10776,8290724,Sunny Greenwich Village 1BR Apt!,2857722,Joseph,Manhattan,West Village,40.73435,-73.99903,Entire home/apt,230,8,23,2018-04-29,0.5,1,0
10780,8293802,Epic 1BR in Heart of East Village,3901962,Dylan,Manhattan,East Village,40.72948,-73.98664,Entire home/apt,149,2,1,2015-09-26,0.02,1,0
10781,8294259,Room in Private House(Queen Bed) by Montefiore-NYC,11305944,Yahaira,Bronx,Allerton,40.86789,-73.85999,Private room,63,4,40,2018-07-16,0.87,5,0
10782,8294525,Studio in Bensonhurst - Near subway,25266527,Maria,Brooklyn,Bensonhurst,40.62054,-73.99828,Entire home/apt,60,3,6,2017-01-17,0.13,1,0
10783,8301159,Big Sunny Room in Manhattan!!! (B6),5164854,Lilia,Manhattan,Harlem,40.81959,-73.9379,Private room,57,3,17,2019-01-02,0.38,8,341
10784,8301850,Private top floor,36955448,Indira,Brooklyn,Bedford-Stuyvesant,40.68635,-73.95893,Entire home/apt,160,2,59,2019-06-16,1.58,1,304
10785,8302680,Sunny 2BR Apartment in Williamsburg,3038856,Samir,Brooklyn,Williamsburg,40.7124,-73.96259,Entire home/apt,164,1,10,2018-05-06,0.23,3,0
10786,8303074,Two bedroom apt near prospect park,5499953,R Demetre,Brooklyn,Crown Heights,40.66916,-73.95288,Entire home/apt,250,2,10,2019-06-20,0.22,2,365
10787,8303337,Your Riverside Romance: Sunny and Bright Apartment,8791857,Mario,Manhattan,Morningside Heights,40.81067,-73.96377,Entire home/apt,194,5,29,2019-06-22,0.75,1,102
10788,8304576,Beautiful studio in FIDI,14386700,Elsa,Manhattan,Financial District,40.70698,-74.01383,Entire home/apt,140,10,0,2011-03-28,0.0,1,0
10790,8305649,International Meeting Place_Room 1*,43371802,Sinaly,Brooklyn,Flatlands,40.6283,-73.92619,Private room,129,4,5,2017-01-04,0.11,5,365
10791,8306427,Williamsburg Penthouse Apartment,7784911,Marc,Brooklyn,Williamsburg,40.70948,-73.94081,Entire home/apt,250,4,0,2011-03-28,0.0,2,188
10793,8307946,Spacious Greenwich Village 1 Bed,6502766,Katie,Manhattan,Greenwich Village,40.73637,-73.99746,Entire home/apt,150,2,16,2017-01-01,0.37,1,0
10796,8309474,Comfy room in East Williamsburg.,51414,Jose Xavier,Brooklyn,Williamsburg,40.71525,-73.94742,Private room,65,2,9,2018-11-01,0.2,1,0
10797,8309731,Convenient studio,43804373,Solange,Manhattan,Upper East Side,40.76096,-73.95964,Entire home/apt,250,1,13,2016-02-12,0.28,1,0
10798,8311468,Huge Loft Studio in Hip Greenpoint!,10023505,Gabriel,Brooklyn,Greenpoint,40.7347,-73.95727,Shared room,185,1,1,2015-10-24,0.02,1,0
10801,8316959,Sun-soaked Oasis in Astoria.,41817016,G. Angela,Queens,Ditmars Steinway,40.77188,-73.91555,Private room,175,1,5,2017-09-03,0.11,1,87
10802,8319488,Spacious park slope 2 bedroom,43126563,Andrew,Brooklyn,Park Slope,40.67173,-73.98303,Entire home/apt,300,3,70,2019-06-30,1.51,1,338
10805,8320702,Convenient full 1 bdrm + loft apt,39047190,Stacy,Manhattan,Gramercy,40.73858,-73.98882,Entire home/apt,180,4,2,2015-10-19,0.04,1,0
10806,8321236,Conveniently Located Brooklyn Apt,4818113,Veralyn,Brooklyn,Brownsville,40.6678,-73.92526,Private room,60,3,34,2019-05-26,0.73,1,116
10807,8321495,CLEAN & BRIGHT 1BR IN WILLIAMSBURG,30866347,Ignacio,Brooklyn,Williamsburg,40.70866,-73.94116,Private room,55,7,2,2016-01-16,0.05,1,0
10809,8323015,Caribbean Retreat in the heart of Brooklyn,43876308,Everol,Brooklyn,East Flatbush,40.64464,-73.94807,Entire home/apt,90,2,4,2019-07-02,1.85,1,93
10810,8323765,Master Bedroom in East Village,14156051,Brooke,Manhattan,East Village,40.73305,-73.98668,Private room,130,4,1,2015-09-28,0.02,1,0
10811,8324941,Charming studio apartment,43885876,Nicholas,Bronx,Pelham Bay,40.85362,-73.82949,Shared room,150,1,0,2011-03-28,0.0,1,364
10812,8325605,Big & Sunny Greenpoint Room,43889585,Allyson,Brooklyn,Greenpoint,40.73747,-73.95289,Private room,80,1,0,2011-03-28,0.0,1,0
10813,8326389,Exquisite Apartment in Hip Hamilton Heights,43893277,Edward,Manhattan,Harlem,40.82523,-73.95383,Private room,85,3,37,2019-06-11,0.81,1,61
10814,8326753,Prime Location in Theatre District,34934128,Aly,Manhattan,Theater District,40.76095,-73.98668,Private room,150,2,3,2017-06-19,0.08,1,0
10817,8328900,Private room in a 4 bedroom loft,890425,Lea,Brooklyn,Bedford-Stuyvesant,40.67889,-73.94326,Private room,40,2,3,2018-09-30,0.27,1,0
10818,8334574,Unbeatable NY room in East Village!,5283853,Chara,Manhattan,East Village,40.72972,-73.9875,Private room,140,2,35,2017-08-21,0.78,2,28
10819,8335539,Comfy bed in a beautiful apartment!,12720552,Julie,Brooklyn,Bushwick,40.69902,-73.93102,Shared room,50,1,5,2019-06-25,0.11,5,365
10820,8335547,W Hotel Style 2 BR w/ Private Patio,1237358,David,Manhattan,East Village,40.72342,-73.98871,Entire home/apt,250,2,1,2015-09-26,0.02,1,0
10821,8337597,Spacious Clinton Hill Room,43949321,Ronald,Brooklyn,Clinton Hill,40.68717,-73.96015,Private room,70,7,1,2015-10-04,0.02,1,0
10822,8338312,Vacation Rental in Prospect Heights,1854179,Fedor,Brooklyn,Prospect Heights,40.68043,-73.96781,Entire home/apt,160,5,5,2018-07-15,0.11,1,0
10824,8339140,Historic Little Italy / Chinatown Jewel,43956548,Baizy,Manhattan,Chinatown,40.71631,-73.99694,Entire home/apt,139,4,8,2018-06-03,0.17,1,350
10825,8340381,CHEAP & LOVELY ROOM IN MANHATTAN!!!,20990447,Adir,Manhattan,Washington Heights,40.85338,-73.93061,Private room,50,5,4,2017-04-19,0.09,1,0
10826,8340665,True One BR - Upper East Side,43964253,Rob,Manhattan,Upper East Side,40.77455,-73.94982,Entire home/apt,145,2,31,2018-12-30,0.69,1,0
10828,8341669,Upper West Side Luxury Rental,43969051,Kate,Manhattan,Upper West Side,40.79061,-73.97335,Entire home/apt,215,5,1,2015-09-27,0.02,1,0
10830,8342009,Cozy apartment with lots of light,43375242,Gabriela,Queens,Long Island City,40.75653,-73.93268,Private room,120,2,9,2019-04-22,0.2,2,89
10831,8342053,Chelsea apartment with a backyard,26012172,Katarina,Manhattan,Chelsea,40.75093,-73.99675,Entire home/apt,160,3,9,2016-11-30,0.19,1,0
10832,8342200,"Upper West Side, Close to Park",37131217,Rowdy,Manhattan,Upper West Side,40.7816,-73.97638,Entire home/apt,125,5,0,2011-03-28,0.0,1,0
10833,8342917,Cozy 1 bedroom uptown,43976299,Sean,Manhattan,Harlem,40.83057,-73.94582,Entire home/apt,99,1,0,2011-03-28,0.0,1,0
10835,8347980,Large Modern Studio Next To The Park,4230646,Jonathan,Manhattan,East Village,40.72595,-73.98218,Entire home/apt,150,2,6,2017-01-01,0.18,1,0
